/* ---------------------------------------------------------------------------|
 *
 * This file was generated by compilefs.
 * Edit only if you aren't going to recompile.
 *
 * ---------------------------------------------------------------------------|
 *
 * Distributed under the CC0 public domain license.
 * By Alison G. Watson. Attribution is encouraged, though not required.
 * See licenses/cc0.txt for more information.
 *
 * ---------------------------------------------------------------------------|
 */
[en enu default]
"LITH_INFO_TITLE_Yh0" = "Yh-0 活性鍍金システム";
"LITH_INFO_DESCR_Yh0" = "Durla Primeという惑星の飛行士によって開発されたこの装甲板は特定のダメージをほぼ完全に、無期限に軽減することができる。\n\nこのメッキは、それぞれが極端な拘りを持って特定の攻撃をブロックすることができるユニークなシステムセットを使用するが、各システムへのメッキによる完全な制御を可能にするため、一度に1つしか使用できない。\n\n現在装備されているアーマーの上で動作するため、ロケットによるダメージでさえ小さな痒みのように感じられる可能性がある。";
"LITH_INFO_TITLE_DefenseNuke" = "防衛アトミックボム";
"LITH_INFO_DESCR_DefenseNuke" = "危険な領域に入ると作動する絶大に致命的なスローチャージ爆弾。\n\n残念なことに、この武器はデカい音がするためエリア内にいるものは全員そちらの存在に気付く。気をつけろ!";
"LITH_INFO_TITLE_Adrenaline" = "Senxans自動化アドレナリン注射器";
"LITH_INFO_DESCR_Adrenaline" = "体から無駄になったアドレナリンを集め、危険な状況になった時、一気に注入される。\n\n敵に狙われたり敵弾に接近することによって、時間が止まっているような、非常に速く移動可能な効果が引き起こされる\n\nこれで正気を失ったり意識を失ったりすることなく使用するには、軍隊だけに与えられる厳しい訓練が必要である。";
"LITH_INFO_TITLE_VitalScanner" = "Mit'keru バイタルスキャナー";
"LITH_INFO_DESCR_VitalScanner" = "ベルトには小さなナノマシンエミッターが装着されており、クロスヘアの下にある敵のバイタルサインを捉えるようプログラムされたナノ粒子を発射し、ヘッドアップディスプレイに数値で表示する。\n\n残念ながら、このエミッタの範囲はそれほど長くはなく近距離でしか使用できない。";
"LITH_INFO_TITLE_AutoReload" = "K'meru 自動化リローディングシステム";
"LITH_INFO_DESCR_AutoReload" = "リュックサックに収まる小型のロボットで、学習アルゴリズムを使って銃の装填方法を学習する。\n\n元々はHLCorp社が遥かに高度なハザードスーツのために開発したものだが、軍のニーズに合わせて大量生産できるようにHLCorp社とは別の形に改造された。";
"LITH_INFO_TITLE_SoulCleaver" = "\cdシ'リタギラッセロ\c-, \chカエルレウム\c-44";
"LITH_INFO_DESCR_SoulCleaver" = "\chカエルレウム\c-第44式、このかなり複雑な攻撃は受動的に適用されなければならない。それは直前に亡くなった者からパワーを吸い上げ、形而上学的な攻撃エネルギーの球体を放出する。\n\nこの術式の正確な起源については議論されているが、その奇妙な状態や強大な敵との戦闘に有用であるという根本的な要件のために、一般的には使用されていない。";
"LITH_INFO_TITLE_StealthSys" = "名も無きステルスシステム";
"LITH_INFO_DESCR_StealthSys" = "活性光反射システム。数年前に\cm[redacted]\c-惑星の住人によって開発された高度なカモフラージュ技術を用いる。元のバージョンは(現地の人々が使い易く)機能させるために\cm[redacted]\c-とのリンクを必要としたが、このバージョンはDeceiver Solomonによって開発されたものであり、エネルギー源のみを必要とする。";
"LITH_INFO_TITLE_HeadsUpDispJem" = "ヘッドアップディスプレイ";
"LITH_INFO_DESCR_HeadsUpDispJem" = "このプログラムはAOF従業員用に標準発行されたヘッドアップディスプレイの37番目のバージョン。バイナリはクレジットされておらず逆コンパイルされたコードの作者はどのファイルにも記載されていないが、コメントは充実している。";
"LITH_INFO_TITLE_Magic" = "マナアブソーバー";
"LITH_INFO_DESCR_Magic" = "チェストプレート、パルドロン、またはショルダーパッドに取り付けられた地雷の様な小型の装置で死者や瀕死の者からエネルギーを得る未知の\ckフラバム\c-式の呪文を使っている。\n\nそれはこの術式を使用して敵意を検出し、マナの潜在的な源を見つけその源が形而上学的構造を失うとマナを全て吸い上げる。効率は約73.416%。";
"LITH_INFO_SHORT_P114" = "プロジェクト114";
"LITH_INFO_TITLE_P114" = "$LITH_INFO_SHORT_P114";
"LITH_INFO_DESCR_P114" = "プロジェクト114は現在実行中の軍事作戦。OFMD、KSKKと貴方の国の軍事間協定によって開始されたプロジェクト114は、今尚我々に侵略してくる地獄として知られる次元を破壊することを目的としている。\n\nこの記事の執筆時点で派遣された8人の工作員のうち3人しか残っていない。2台のロボットと貴方だけ。そちらはポイントマンとして脅威に対抗する唯一の主力として行動するべきだ。そうでなければ、他の工作員が任務を完遂できるように地獄の中心への道を開く手助けをすることになる。\n\nあなたのアドバイザーはアダム・ランバート。現在11人のジェネラル達が現場で彼と貴方の行動を監督している。";
"LITH_INFO_SHORT_OPD2" = "Op. D2";
"LITH_INFO_TITLE_OPD2" = "Operation Deception 2";
"LITH_INFO_DESCR_OPD2" = "7年間の計画を経て、遂に\"Operation Deception2\"が始まった。マイケル、ジーク、ソロモン、そして他の3人と一緒に、我々はついに自由の身になろうとしている。\n\n誰もソロモンには首謀者として期待していなかった、役割の一部として、何年もかかったが最終的にはやり遂げた。\n\n悲観的にならないようにしていても、我々の誰もが生き残れないと思っている。統計的にそれは不可能だ。私でさえ死ぬかもしれない。今、我々の背後には常に暗殺者が潜む地獄そのものにいる。\n\nこれが終わったらテオフィリンのサプリメントをくれないか。";
"LITH_INFO_SHORT_Info400" = "報告 400";
"LITH_INFO_TITLE_Info400" = "$LITH_INFO_SHORT_Info400";
"LITH_INFO_DESCR_Info400" = "\ciこのドキュメントは機密情報です。読んだ後には削除してください。\n\nマテバR119ピストル 1丁 [検査通過]\n[[[[[[[[[[[[[\n\cd>>>>>[[[[データストリームの破損検出]]]]\n\cd>>>>>[[[[再接続を試行中]]]]\n\nNV48 12ゲージ ショットガン 1丁\nROUNDS: ,<<,124147\n\cd>>>>>[[[[データストリームの破損検出]]]]\n\cd>>>>>[[[[再接続を試行中]]]]\n\n残りの2つは戦闘区域内にあり、そこで入手できる。Th[[[ // kerne __ -\n\cd>>>>>[[[[データストリームの破損検出]]]]\n\cd>>>>>[[[[再接続を試行中]]]]\n\cd>>>>>[[[[再接続を試行中]]]]\n\cd>>>>>[[[[再接続を試行中]]]]\n\cd>>>>>[[[[接続の再試行に3回失敗しました]]]]";
"LITH_INFO_SHORT_Info402" = "報告 402";
"LITH_INFO_TITLE_Info402" = "$LITH_INFO_SHORT_Info402";
"LITH_INFO_DESCR_Info402" = "\cd>>>>>>[[[[警告:翻訳サービスが利用できません、逐語的に送信]]]]\n\ciこのドキュメントは機密情報です。読んだ後に削除してください。\n\n\cg\"指令90\"の定義は次の通り\nｲｪ.ｪﾌﾞjtv.w'.s t'..ｷﾞｧｻﾞ..est.デモニックエネルギーを経由し.est.prrts;7F47..ｯｽ.D 't.ﾝｧからの.ﾓﾄ.dst.est.デ-モンﾀﾁ,f'w's.ﾍﾟﾗw'sｿｶt'wr msn.Cﾝｨcmpｶｸ'ﾄmsn, ﾝｨilﾃ'ﾄrd 10,000,000scr ｾ'デ-モンエネルギ-ユニット.Demon Energy unit tatiﾃ'ﾄprrtsｶ'ｯｽ.ｺﾉﾄﾞｷｭ..ｲ'ｲ..ｶ'ﾃ'ﾛ.ｲﾏ..ﾆｺﾛｽｷ'ｻ ﾏ.\n\n\cg\"タ-ゲット 7F47\"の定義は次の通り\n7F47 w's est Demonｶﾁｶﾆ & est Phanトム. D'ﾈdst,.Pnssﾃ'ﾄ*awt::yeｼﾗﾄｶ.\n\n\cgOrder.";
"LITH_INFO_SHORT_BIP" = "B.I.P.";
"LITH_INFO_TITLE_BIP" = "Biotic Information Panel (B.I.P.)";
"LITH_INFO_DESCR_BIP" = "Biotic Information Panel(\"BIP\"とも言う)は、様々な主題に関するローカルエリアネットワークから情報を収集する携帯型C150で書かれたプログラムである。サブジェクトを検索するようにトリガーされると、サブジェクトに関連するまたはサブジェクトによって言及される関連情報も検索される。\n\nこのプログラムはシンプルでありながら便利な機能があるため非常に人気がある。これはSoftware Sans Pretium Foundationによって自由に配布され、ソフトウェアはほとんどのC/Bオペレーティングシステムベースに含まれている。\n\nソフトウェアの最新バージョンは2.5で、バージョン2.0から自動更新機能を備えた。";
"LITH_INFO_SHORT_CBIStan" = "C/B I";
"LITH_INFO_TITLE_CBIStan" = "Computer/Brain Interface (C/B I)";
"LITH_INFO_DESCR_CBIStan" = "Computer/Brain Interface(\"CBI\"とも言う)は、人間の脳とコンピューターの間のインターフェイスである。C/BIは通常、頭蓋骨や脳のほか中枢神経系の他の箇所にも内蔵され、ほぼ無限の用途を持つ機械である。\n\nComputer/Brain Interfaceは機能強化としてのみ分類されている。何故ならそれらは身体の義肢にならず付加するだけだからである。現在インストールしているC/B Iはセルフサービスの軍用モデルだ。";
"LITH_INFO_DESCR_CBIJem" = "Computer/Brain Interface(\"CBI\"とも言う)は、人間の脳とコンピューターの間のインターフェイスである。C/BIは通常、頭蓋骨や脳のほか中枢神経系の他の箇所にも内蔵され、ほぼ無限の用途を持つ機械である。\n\nComputer/Brain Interfaceは通常、人工義肢として分類されないが現在インストールされているものは、使用者の身体に広範囲な再構築を行うものだ。";
"LITH_INFO_DESCR_CBIAri" = "Computer/Brain Interface(\"CBI\"とも言う)は、人間の脳とコンピューターの間のインターフェイスである。C/BIは通常、頭蓋骨や脳のほか中枢神経系の他の箇所にも内蔵され、ほぼ無限の用途を持つ機械である。\n\n\n\n現在インストールされているComputer/Brain Interfaceは、このシステムでは認識されない。Software Sans Pretiumバグトラッカーについてのレポートを提出しインターフェースに関する情報を添付して、記述リストに追加しなければならない。";
"LITH_INFO_SHORT_AttrACC" = "Accuracy";
"LITH_INFO_TITLE_AttrACC" = "\cgAccuracy\c- (ACC)";
"LITH_INFO_DESCR_AttrACC" = "Accuracyとは、ターゲットの最大ダメージを与えるのに適した箇所に当てる能力のこと。訓練した射手と熟練した射手には決定的な違いがある。一人は標的を攻撃する方法を、もう一人は標的を殺す方法を知っている。\n\nAccuracyを上げることで、敵へのダメージが大きくなります。";
"LITH_INFO_SHORT_AttrDEF" = "Defense";
"LITH_INFO_TITLE_AttrDEF" = "\ciDefense\c- (DEF)";
"LITH_INFO_DESCR_AttrDEF" = "Defenseとは、自分自身を効率的に防御し攻撃を受けたときに受けるダメージを軽減する能力のことです。賢明な装甲師はケブラーをどこに塗るべきか、また発砲された時どうかわすべきかを知っている。\n\nDefenseを強化すれば、全てのダメージを減らすことができる。";
"LITH_INFO_SHORT_AttrSTRHuman" = "Strength";
"LITH_INFO_TITLE_AttrSTRHuman" = "\ckStrength\c- (STR)";
"LITH_INFO_DESCR_AttrSTRHuman" = "Strengthとは、強靭さと力強さ、皮膚の厚さ、そして心臓から鼓動する血のことで、Strengthがあると長寿なだけでなく余生も長いとも言われています。\n\nStrengthをつけていくと、最大ヘルスが増えます。";
"LITH_INFO_DESCR_AttrSTRRobot" = "Strengthとは、タフさと活力、機体の厚さ、そして心臓から鼓動するプラズマのことでStrengthが十分にある者は使用時間が長いだけでなく、メンテナンス時間も短くなると言われています。\n\nStrengthをつけていくと、最大ヘルスが増えます。";
"LITH_INFO_DESCR_AttrSTRNonHuman" = "強さは、タフさと活力、表皮の厚さ、そして心臓から鼓動するオイルで、十分なStrengthを持つ人は、長寿なだけでなく長い来世を得られるとも言われている。\n\nStrengthをつけていくと、最大ヘルスが増えます。";
"LITH_INFO_SHORT_AttrVIT" = "Vitality";
"LITH_INFO_TITLE_AttrVIT" = "\cdVitality\c- (VIT)";
"LITH_INFO_DESCR_AttrVIT" = "Vitalityとは、薬に対する反応や治癒能力、血管や神経の強さ、生存能力のことです。あなたの重要なシステムは、より強力であるだけでなく、より早く回復し、壊れにくくなります。\n\n生命力がレベルアップすると、ヘルス取得時の効果が増加する。";
"LITH_INFO_SHORT_AttrPOT" = "PotencyPotency";
"LITH_INFO_TITLE_AttrPOT" = "\cdPotency\c- (POT)";
"LITH_INFO_DESCR_AttrPOT" = "Potencyとは、薬に対する反応や薬を塗る能力、血管や神経の強さ、生存能力のことです。内臓が丈夫になるだけでなく、治りも早く働き続ける可能性も高くなります。\n\nPotencyがレベルアップすると、ヘルス取得時の効果が増加する。";
"LITH_INFO_SHORT_AttrSTM" = "Stamina";
"LITH_INFO_TITLE_AttrSTM" = "\chStamina\c- (STM)";
"LITH_INFO_DESCR_AttrSTM" = "Staminaとは、荒波にもまれ、何キロでも何マイルでもそのままで走り続けられる能力です。少しずつでもStaminaはついていきます。\n\nStaminaをつけることで、そのレベルまでヘルスを回復します。";
"LITH_INFO_SHORT_AttrREP" = "Repair";
"LITH_INFO_TITLE_AttrREP" = "\chRepair\c- (REP)";
"LITH_INFO_DESCR_AttrREP" = "Repairとは、バラバラに引き裂かれ極端な距離を動いても、自分で修復して作業を継続する能力のことです。Repairを続けると、少しずつでも状態を保ちます。\n\nRepairをレベルアップすれば、そのレベルまでヘルスを回復します。";
"LITH_INFO_SHORT_AttrREG" = "Regeneration";
"LITH_INFO_TITLE_AttrREG" = "\chRegeneration\c- (REG)";
"LITH_INFO_DESCR_AttrREG" = "Regenerationとは、バラバラに引き裂かれ困難な時でも、自分自身を統合し地獄を駆け抜ける能力である。Regenerationは少しずつではあるが、前進し続ける状態を維持させる。\n\nRegenerationをレベルアップすれば、そのレベルまでヘルスを回復します。";
"LITH_INFO_SHORT_AttrLUK" = "Luck";
"LITH_INFO_TITLE_AttrLUK" = "\ctLuck\c- (LUK)";
"LITH_INFO_DESCR_AttrLUK" = "Luckはソチラの紛れもない魅力と幸運、ただ幸運を得る能力です。あなたのスコアはいつもより早く上がる、幸運なやつです。\n\nLuckをレベルアップすれば、ランダムに獲得スコアを増やす。";
"LITH_INFO_SHORT_AttrRGE" = "Rage";
"LITH_INFO_TITLE_AttrRGE" = "\cmRage\c- (RGE)";
"LITH_INFO_DESCR_AttrRGE" = "Rageは単なる怒りではなく、順応性です。殴られると反射神経が働いて気が狂います。状況が斜陽になるつれて、より強い一撃を、より正確に、よりキレ味が増します。\n\nRageをレベルアップすれば、攻撃を受けたときに敵に与えられるダメージが倍増する。";
"LITH_INFO_SHORT_AttrCON" = "Concentration";
"LITH_INFO_TITLE_AttrCON" = "\cmConcentration\c- (CON)";
"LITH_INFO_DESCR_AttrCON" = "Concentrationとは、マナが爆発的に吸収されている間にエネルギーを集中させる能力のことです。\n\nConcentrationをレベルアップすると、マナを獲得したときに与えられるダメージが増えます。";
"LITH_INFO_SHORT_CFist" = "マナサイフォン";
"LITH_INFO_SHORT_Mateba" = "マテバ";
"LITH_INFO_TITLE_Mateba" = "マテバR１１９";
"LITH_INFO_DESCR_Mateba" = "マテバモデル６Unicaクラシックリボルバーを再現。それは数千年前の(当時の)ユニークなデザインから人気を集めていた。\n\nこの型は左利きの使用者向けにバレルが右に開くようになっている。.454カスール弾を１２発込められ、シリンダーとグリップをそれぞれ６つ搭載。マガジンは排莢口から排出され残弾はシリンダーに保持される。\n\n時間と共に劣化し、幾らか精度の欠点があるにも関わらず、元の銃からの外装と感触は保っている。A.O.F株式会社産: ナイトクラス部隊用";
"LITH_INFO_TITLE_MatebaUpgr" = "\cdフィニレントゥル\c-, \cgルッソラム\c-１９";
"LITH_INFO_DESCR_MatebaUpgr" = "\cgルッサム\c-モード第１９番方式フィニレントゥル、ファイナライザーとして知られ非情に強力な赤魔法で、使用者の前に生成した紋章を高速発射させる。この弾で傷を負ったヤツらは直ぐにくたばるだろう。\n\nMateba R１１９ファイナライザーチャネラーは強力な魔法を込めて発砲する。ただし、使用者に潜在的過負荷を与えないためシリンダーのラストショットに限定される。この修正はA.O.F株式会社によって作成されたが、最近ではアルギディスタリ型ネプチューン１１のメイジによってフィニレントゥル方式が作成された。";
"LITH_INFO_SHORT_ShockRifle" = "ショックライフル";
"LITH_INFO_TITLE_ShockRifle" = "自家製ショックライフル";
"LITH_INFO_DESCR_ShockRifle" = "この武器はCh'ariが作ったライフルの改造品で、アナタの友人の部位を破壊するため与えられた記念品でもある。マガジンは底部(現在は排出口)から背面に移されリロードが便利になった。\n\nこの配置により、銃身から弾が射出される際に数百ボルト帯電し、その弾に当たると激しい感電死を起こす、故にこれの名は「ショックライフル」\n\n武器には７発のマガジンしかないが、Kiriという熟練した職人の手により非常に良い製造が成され 7.62x54mmラウンドカードリッジによる必殺の一撃をピンポイントの精度で撃ち込める。";
"LITH_INFO_TITLE_ShockRifUpgr" = "ショックチャージ";
"LITH_INFO_DESCR_ShockRifUpgr" = "弾が銃を離れる瞬間に爆発性の紋章を内包し、爆発する電撃になる。";
"LITH_INFO_TITLE_ShockRifUpg2" = "エレクトリック バインディング";
"LITH_INFO_DESCR_ShockRifUpg2" = "ショックライフル用の改造、実験的に作成された:弾丸が装弾された時に極度に加熱された液体水晶が押し出され、スーパーチャージが起きる。\n\n液体水晶は熱源紋章(ヒートシギル)で加熱されるが、未知の理由により化合物と混合した発射物に残留した結合エネルギーが激しい爆発を起こす。";
"LITH_INFO_SHORT_SPAS" = "ショットガン";
"LITH_INFO_TITLE_SPAS" = "NV４８-１２ゲージ ショットガン";
"LITH_INFO_DESCR_SPAS" = "ニューヴェックコーポが生産した最初の(そして現在でも)ショットガン、この銃は圧倒的な火力と安さのおかげで、A.O.F株式会社のナイトクラスユニットとの契約によって拡張生産ラインが実現した。\n\n高水準１２ゲージシェルを発砲、そして８発の弾薬を装填。設計は非常にシンプルで製造コストも安いが、オーバーヒートやジャムが滅多に発生せず非常に強力だ。";
"LITH_INFO_TITLE_SPASUpgr" = "\cdインブァリダッセロ\c-, \cgルッソラム\c-14";
"LITH_INFO_DESCR_SPASUpgr" = "\cgルッサム\c-モード第１４番方式インブァリダッセロ、紫がかった色の魔法物質などを発射物に付着する、かなり強力なバックショット。\n\nこの物質は発射物が標的からずれていても急激な加速からの振動による爆発によって多大なダメージを与える。その方法の詳細については不明。";
"LITH_INFO_TITLE_SPASUpg2" = "NV４８-１ シェルオートローダー";
"LITH_INFO_DESCR_SPASUpg2" = "NV４８のアップグレード。小さなマジックバッファーを使用して四次元領域からシェルを自動的にロードする。かなりシンプルでありながら効果的な溶液でわずかに加速するため、よりでかいダメージの弾を放つ。\n\nどういうわけか、その加速弾は溶液とわずかに混ざり合っているようだ。使用されている魔法の暴力的な性質と反動の増加により武器は(強制的に)ゆっくり発砲する必要がある。";
"LITH_INFO_SHORT_SMG" = "サブマシンガン";
"LITH_INFO_TITLE_SMG" = "SYM4.3 D.22 モデルMサブマシンガン";
"LITH_INFO_DESCR_SMG" = "このやや奇妙な形のサブマシンガンは、まだオマケダが以前の設計段階で大量生産していたもの。銃には過熱の問題があるが使用者が冷却管を直接注入できるようにすることでこれを緩和し、発射速度と射撃威力の問題を相殺する。\n\n武器は、高速、防具貫通、真空対応 5.7x28mm弾への変更をさまざまな無名企業によって製造された。そしてブルバップロード。SYM4.3ブランドによって変更されて以来現在はロイヤリティー付きでオマケダ向けに生産している。";
"LITH_INFO_TITLE_SMGUpgr" = "アームズ アネックス F474";
"LITH_INFO_DESCR_SMGUpgr" = "AA / F474はSYM4.3 D.22モデルMサブマシンガンの拡張でありマガジン挿入時にマジックバッファーを取り付け、発砲時に２マガジン分の弾薬を過装填させる。\n\n残念ながら、このマジックバッファーは不安定で装填毎に再生成する必要がある。したがってリロードする際に、急に動いてバッファーが破裂しないように注意する必要がある。これが発生した場合、武器は爆発し弾丸は絶えず飛び散るだろう。";
"LITH_INFO_TITLE_SMGUpg2" = "アームズ アネックス138D5";
"LITH_INFO_DESCR_SMGUpg2" = "AA / 138D5はSYM4.3 D.22モデルMサブマシンガンの拡張でバレルに青型FFCマジックエクストルーダーを配置する。\n\nこのマジックエクストルーダーは銃身から放たれる全弾丸に自動追尾機能を与える。弾丸は狙っている敵に向かって傾くだけでなく、十分な射程であれば近くの敵も攻撃する。";
"LITH_INFO_TITLE_SMGUpg3" = "SYM4.3 D.24 モデル M セーフトリガー";
"LITH_INFO_DESCR_SMGUpg3" = "モデル M SMG 使用者からの苦情はSYM4.3では多くはなかったが、それにもかかわらず同社がこの武器に対する苦情は最も豊富であった。\n\n絶対的な品質イメージのために、彼らはバレルの熱を検知し十分に冷めるまで発砲を停止できるハンマーの代替品を作るようにと銃の製造会社を説得した。この計画は新規購入者や最適なアップグレードキットの購入を検討している全使用者にとって、あらゆる点で有効であった。";
"LITH_INFO_SHORT_IonRifle" = "イオンライフル";
"LITH_INFO_TITLE_IonRifle" = "KDA「Thrown」モデル11号イオンライフル";
"LITH_INFO_DESCR_IonRifle" = "KSKKが(さまざまな法的理由により)\"風見防衛武装合同会社\"という仮名で製作したもので、レールガン並の速さで揮発性イオンを発射する。\n\nライフルは使用者の安全のために比較的複雑な装填機構を使用している;まずトリガーメカニズムの近くにあるセーフティーガードのボルトを解除し、ボルトを開き回転するのを待って閉じる。\n\nこれは発砲後すぐに武器を開放したら生じる莫大な熱と、完全に自動化されたラウンドサイクリングシステムを有するための必要な複雑さ故である。";
"LITH_INFO_TITLE_IonRifleUpgr" = "KDA「Radiator」モデル11号イオナイザー";
"LITH_INFO_DESCR_IonRifleUpgr" = "風見防衛武装合同会社によるモデル１１号イオンライフルの奇妙なアップグレード。内部バレルをスーパーヒート弾に変えるだけでなく、少量の放射性同位体を照射する。\n\nその結果、非常に熱い爆発性の危険な放射性の弾丸を照射され、敵は腹を満たす程の爆発と衝撃で引き裂かれる。\n\n５丁は欲しいんじゃないか?";
"LITH_INFO_TITLE_IonRifleUpg2" = "KDA「Overloader」モデル11号オーバーロードチャージャー";
"LITH_INFO_DESCR_IonRifleUpg2" = "オーバーローダー風見防衛武装合同会社によるモデル１１号イオンライフルの修正版。武器からヒートチャージキャップを取り除き、通常の倍以上の熱量保存を可能にしオーバーヒートによる異常な速度と圧力で弾丸を発射し、ダメージ出力がほぼ4倍に。\n\nチャンバー内が非常に熱くなるため、発射後はしばらく武器を空冷等で冷却する必要がある。";
"LITH_INFO_SHORT_CPlasmaRifle" = "プラズマライフル";
"LITH_INFO_TITLE_CPlasmaUpgr" = "MD 47.65.69.73.74 パルスチャージャー";
"LITH_INFO_DESCR_CPlasmaUpgr" = "MDDOがプラズマライフルを設計していたとき、彼らは主に兵器製造実験を行い大量生産の意味を理解しようとしていた。 この内部テスト結果の1つがパルスチャージャーだ: 発振プラズマエミッターは元のメカニズムと似ているが、速度より精度を高めるために作られた。";
"LITH_INFO_SHORT_StarDestroyer" = "スターデストロイヤー";
"LITH_INFO_TITLE_StarDestroyer" = "$LITH_INFO_SHORT_StarDestroyer";
"LITH_INFO_DESCR_StarDestroyer" = "恐らく地獄の第七魔術師のライフリサーチから作られたとされる凶悪な武器スターデストロイヤーは、可能性を絶やすことを唯一の目的として作られた。\n\nこのブツの内部構造はまだ多くは理解されていないがが、判明しているのは既知の他の人工物よりも凝縮されているデモニックエネルギーだということだ;超凝縮されたエネルギーを上部にある小さな円形ディスクバッファーに放出される。\n\nこうして放たれる発射体は、前方でエネルギーを分散させるにつれてサイズが大きくなり、何百もの小さな発射体が進路のあらゆるものを切り裂いて出てくる。";
"LITH_INFO_TITLE_ShipGunUpgr" = "フォーセイクン ロンギヌス・ソルスピア";
"LITH_INFO_DESCR_ShipGunUpgr" = "スターデストロイヤーの３つあるエンシェントボルトの最初、ロンギヌス・ソルスピア。ボルトは推進力全てを集中させるため発射体を変化させる;道をこじ開けるように\n\nこの衝撃的なほど強力な発射体は、ほぼ全ての物質を貫通するだけでなく壁などの殺しがいのない堅物からは跳ね返る。\n\nこのボルトは独自の思考を持っているように見えるが、これはおそらく大量の凝縮されたデモニックエネルギーによって引き起こされる局所的な歪みだ。";
"LITH_INFO_TITLE_ShipGunUpg2" = "ガリアント サージオブデスティニー";
"LITH_INFO_DESCR_ShipGunUpg2" = "スターデストロイヤーのエンシェントボルトの２番目、サージオブデスティニー。発射するものはないが、その代わり使用者の周りに細かい物体が備わり明るく鮮やかな防護オーラをまとう。\n\nボルトは攻撃ではなく防御を目的としているが、これは単なる推測かもしれない。";
"LITH_INFO_SHORT_Blade" = "ブレード";
"LITH_INFO_TITLE_Blade" = "\cdスフレギアセロ\c-, \ciオーランティオルム\c-２";
"LITH_INFO_DESCR_Blade" = "\ciオーラティア\c-モード第２式、\ciオーラティア\c-の紋章を使用した攻撃の中で最もシンプルな物理的形状を持たない強力なスラッシュ。";
"LITH_INFO_SHORT_Delear" = "ディリアン";
"LITH_INFO_TITLE_Delear" = "\cdデレレントゥールEx\c-, \ciオーランティオルム\c-２４";
"LITH_INFO_DESCR_Delear" = "\ciオーラティア\c-モード第２４式、これはどちらかというと基本的な攻撃で１６個のオレンジ色の点を二列に並べて発射する。キャストの単純さと使いやすさからこの呪文はかなり一般的なものになっている。\n\nこのデザインは１世紀のメイジ、Johnathon Bookerによって作られ後に様々なスペルキャスターによってさらにシンプルにされた。使用されるバージョンではカーブしたシェイプよりもフラットなシェイプを好まれる。";
"LITH_INFO_SHORT_Feuer" = "フューア";
"LITH_INFO_TITLE_Feuer" = "\cdインセンデレンターEx\c-, \ciオーランティオルム\c-３２";
"LITH_INFO_DESCR_Feuer" = "\ciオーラティア\c-モード第３２式、標的に向かって2つの火の玉を放ち経路間全てを破壊する。\n\n第３２式は強力でありながらシンプルで非常に使いやすいことで知られている。当初は「マジックミサイル」と呼ばれていたが、なぜか秘儀歴史家が抗議を起こした。";
"LITH_INFO_SHORT_Rend" = "ロミエッタ";
"LITH_INFO_TITLE_Rend" = "\cdファインデレンターEx\c-, \ciオーランティオルム\c-４";
"LITH_INFO_DESCR_Rend" = "\ciオーラティア\c-モード第４式、ブレード形態と似た生成方法だがフロントシジルがエクステンドシジルに置き換えられているため、かなり異なる。\n\nブレードよりもはるかに高速で長距離に届きダメージが大きいファインデレンターは多くの場面で役立つ。";
"LITH_INFO_SHORT_Hulgyon" = "ハルギョン";
"LITH_INFO_TITLE_Hulgyon" = "\cdフマレントゥールEx\c-, \ciオーランティオルム\c-１６";
"LITH_INFO_DESCR_Hulgyon" = "\ciオーラティア\c-モード第１６式、詠唱者の前方に複数の光の柱が突き出す中間攻撃。\n\nまだ使われている数少ない古典的な方法の一つで３０２１年にApolloによって作られた。";
"LITH_INFO_SHORT_StarShot" = "ホシュ’ダンマ";
"LITH_INFO_TITLE_StarShot" = "\cdディスプローダレンターEx\c-, \ciオーランティオルム\c-8";
"LITH_INFO_DESCR_StarShot" = "\ciオーラティア\c-モード第８式、２つの星形紋章を自在に射出しフェードアウトさせる高度な攻撃。\n\nA.O.F株式会社の数十人のスペルキャスターがビショップクラス部隊を配備するために作成したもので、West Steel Corp.の事件を含む、いくつかの注目を集める破壊・隠密任務に使用された。";
"LITH_INFO_SHORT_Cercle" = "セルス・デ・ラ・モルテ";
"LITH_INFO_TITLE_Cercle" = "\cdペカレントゥールEx\c-, \cgルッソラム\c-７";
"LITH_INFO_DESCR_Cercle" = "\ciオーラティア\c-モード第７式、サークルオブジデッド。形而上学的な強さの全てを使用する素晴らしい攻撃であり、スペルキャスターが誰の手も借りず利用できる最強の攻撃のひとつ。これは人間の部隊を完全に抹殺する最終局面で頻繁に使用される。\n\nペカレントゥールは、タイムフロー操作によって瞬時に完了するが攻撃の詳細は相手にはっきりと見えている。このような操作が最終的に何らかの破局を引き起こす可能性が予言されているが、その証拠は実際に提供されていない。\n\nこの方法は１世紀の研究者が\cgルッサム\c-シジルスの実験中に、偶然に開発された。この襲撃で屋敷の家政婦全員と庭の野生動物数匹を誤って殺害するほどの威力を与えたが財産への被害はなかった。";
"LITH_INFO_SHORT_Fist" = "ナイフ";
"LITH_INFO_SHORT_Pistol" = "ピストル";
"LITH_INFO_TITLE_Pistol" = "カスタムメークKa Haa'umi拳銃";
